#node	identifier	x_position	y_position	color	annotation
OFD1	9606.ENSP00000344314	0.5575949367088608	0.29888086642599276	rgb(117,239,121)	Oral-facial-digital syndrome 1 protein; Component of the centrioles controlling mother and daughter centrioles length. Recruits to the centriole IFT88 and centriole distal appendage-specific proteins including CEP164. Involved in the biogenesis of the cilium, a centriole-associated function. The cilium is a cell surface projection found in many vertebrate cells required to transduce signals important for development and tissue homeostasis. Plays an important role in development by regulating Wnt signaling and the specification of the left-right axis. Only OFD1 localized at the centriol [...] 
PCARE	9606.ENSP00000332809	0.5075949367088608	0.5789530685920579	rgb(117,127,239)	Photoreceptor cilium actin regulator; Plays an essential role for normal photoreceptor cell maintenance and vision.
PDE6A	9606.ENSP00000255266	0.4132911392405063	0.5204693140794224	rgb(117,117,239)	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha; This protein participates in processes of transmission and amplification of the visual signal; Belongs to the cyclic nucleotide phosphodiesterase family.
PDE6B	9606.ENSP00000420295	0.44113924050632913	0.44574007220216605	rgb(117,117,239)	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta; This protein participates in processes of transmission and amplification of the visual signal. Necessary for the formation of a functional phosphodiesterase holoenzyme; Belongs to the cyclic nucleotide phosphodiesterase family.
PDE6G	9606.ENSP00000328412	0.46392405063291137	0.6686281588447655	rgb(117,239,210)	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma; Participates in processes of transmission and amplification of the visual signal. cGMP-PDEs are the effector molecules in G- protein-mediated phototransduction in vertebrate rods and cones.
PDSS1	9606.ENSP00000365388	0.7075949367088609	0.8291335740072202	rgb(117,136,239)	Decaprenyl-diphosphate synthase subunit 1; Supplies decaprenyl diphosphate, the precursor for the side chain of the isoprenoid quinones ubiquinone-10. Belongs to the FPP/GGPP synthase family.
PITPNM3	9606.ENSP00000262483	0.27911392405063296	0.3131768953068592	rgb(197,239,117)	Membrane-associated phosphatidylinositol transfer protein 3; Catalyzes the transfer of phosphatidylinositol and phosphatidylcholine between membranes (in vitro) (By similarity). Binds calcium ions; Belongs to the PtdIns transfer protein family. PI transfer class IIA subfamily.
PLA2G5	9606.ENSP00000364249	0.8620253164556964	0.3040794223826715	rgb(117,239,182)	Calcium-dependent phospholipase A2; PA2 catalyzes the calcium-dependent hydrolysis of the 2-acyl groups in 3-sn-phosphoglycerides. This isozyme hydrolyzes more efficiently L-alpha-1-palmitoyl-2-oleoyl phosphatidylcholine than L- alpha-1-palmitoyl-2-arachidonyl phosphatidylcholine, L-alpha-1- palmitoyl-2-arachidonyl phosphatidylethanolamine, or L-alpha-1- stearoyl-2-arachidonyl phosphatidylinositol. May be involved in the production of lung surfactant, the remodeling or regulation of cardiac muscle.
POMGNT1	9606.ENSP00000361060	0.31265822784810127	0.1832129963898917	rgb(117,118,239)	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1; Participates in O-mannosyl glycosylation by catalyzing the addition of N-acetylglucosamine to O-linked mannose on glycoproteins. Catalyzes the synthesis of the GlcNAc(beta1-2)Man(alpha1-)O-Ser/Thr moiety on alpha- dystroglycan and other O-mannosylated proteins, providing the necessary basis for the addition of further carbohydrate moieties. Is specific for alpha linked terminal mannose and does not have MGAT3, MGAT4, MGAT5, MGAT7 or MGAT8 activity.
PRCD	9606.ENSP00000467661	0.558860759493671	0.5887003610108303	rgb(211,239,117)	Photoreceptor disk component PRCD; Involved in vision; Belongs to the PRCD family.
PRKCG	9606.ENSP00000263431	0.22151898734177217	0.18581227436823106	rgb(0,28,178)	Protein kinase C gamma type; Calcium-activated, phospholipid- and diacylglycerol (DAG)- dependent serine/threonine-protein kinase that plays diverse roles in neuronal cells and eye tissues, such as regulation of the neuronal receptors GRIA4/GLUR4 and GRIN1/NMDAR1, modulation of receptors and neuronal functions related to sensitivity to opiates, pain and alcohol, mediation of synaptic function and cell survival after ischemia, and inhibition of gap junction activity after oxidative stress. Binds and phosphorylates GRIA4/GLUR4 glutamate receptor and regulates its function by increasing p [...] 
PROM1	9606.ENSP00000426809	0.30063291139240506	0.48732851985559567	rgb(117,207,239)	Prominin-1; May play a role in cell differentiation, proliferation and apoptosis. Binds cholesterol in cholesterol- containing plasma membrane microdomains and may play a role in the organization of the apical plasma membrane in epithelial cells. During early retinal development acts as a key regulator of disk morphogenesis. Involved in regulation of MAPK and Akt signaling pathways. In neuroblastoma cells suppresses cell differentiation such as neurite outgrowth in a RET-dependent manner.
PROS1	9606.ENSP00000377783	0.5373417721518988	0.8109386281588449	rgb(188,239,117)	Vitamin K-dependent protein S; Anticoagulant plasma protein; it is a cofactor to activated protein C in the degradation of coagulation factors Va and VIIIa. It helps to prevent coagulation and stimulating fibrinolysis.
RAX2	9606.ENSP00000450456	0.2677215189873418	0.36906137184115523	rgb(145,239,117)	Retina and anterior neural fold homeobox protein 2; May be involved in modulating the expression of photoreceptor specific genes. Binds to the Ret-1 and Bat-1 element within the rhodopsin promoter.
RBP3	9606.ENSP00000463151	0.2348101265822785	0.4515884476534296	rgb(117,226,239)	Retinol-binding protein 3; IRBP shuttles 11-cis and all trans retinoids between the retinol isomerase in the pigment epithelium and the visual pigments in the photoreceptor cells of the retina.
RD3	9606.ENSP00000355969	0.6626582278481014	0.41974729241877257	rgb(117,239,206)	Protein RD3; Plays a critical role in the regulation of enzymes involved in nucleotide cycle in photoreceptors. Inhibits the basal catalytic activity and the GCAP-stimulated activity of GUCY2D and GUCY2F, two retinal guanylyl cyclases involved in the production of cGMP in photoreceptors. Involved in the transport of GUCY2D and GUCY2F to their target sites in the photoreceptor outer segment. Up-regulates the activity of GUK1, a kinase that plays also an essential role for recycling GMP and indirectly, cGMP. Plays an important role for the survival of rods and cones in the retina (By sim [...] 
RDH12	9606.ENSP00000449079	0.4917721518987342	0.48083032490974725	rgb(239,187,117)	Retinol dehydrogenase 12; Retinoids dehydrogenase/reductase with a clear preference for NADP. Displays high activity towards 9-cis, 11-cis and all-trans- retinal. Shows very weak activity towards 13-cis-retinol. Also exhibits activity, albeit with lower affinity than for retinaldehydes, towards lipid peroxidation products (C9 aldehydes) such as 4-hydroxynonenal and trans-2-nonenal. May play an important function in photoreceptor cells to detoxify 4-hydroxynonenal and potentially other toxic aldehyde products resulting from lipid peroxidation. Has no dehydrogenase activity towards stero [...] 
REEP6	9606.ENSP00000233596	0.19430379746835447	0.38985559566787004	rgb(225,239,117)	Receptor expression-enhancing protein 6; Required for correct function and survival of retinal photoreceptors. Required for retinal development (By similarity). In rod photoreceptors, facilitates stability and/or trafficking of guanylate cyclases and is required to maintain endoplasmic reticulum and mitochondrial homeostasis (By similarity). May play a role in clathrin-coated intracellular vesicle trafficking of proteins from the endoplasmic reticulum to the retinal rod plasma membrane (By similarity).
RGR	9606.ENSP00000352427	0.22848101265822784	0.5653068592057763	rgb(239,220,117)	RPE-retinal G protein-coupled receptor; Receptor for all-trans- and 11-cis-retinal. Binds preferentially to the former and may catalyze the isomerization of the chromophore by a retinochrome-like mechanism.
RHO	9606.ENSP00000296271	0.3905063291139241	0.41000000000000003	rgb(239,136,117)	Rhodopsin; Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light- induced isomerization of the chromophore 11-cis-retinal to all-trans- retinal triggers a conformational change that activates signaling via G-proteins. Subsequent receptor phosphorylation mediates displacement of the bound G-protein alpha subunit by the arrestin SAG and terminates signaling.
RLBP1	9606.ENSP00000268125	0.330379746835443	0.6133935018050543	rgb(178,239,117)	Retinaldehyde-binding protein 1; Soluble retinoid carrier essential the proper function of both rod and cone photoreceptors. Participates in the regeneration of active 11-cis-retinol and 11-cis-retinaldehyde, from the inactive 11- trans products of the rhodopsin photocycle and in the de novo synthesis of these retinoids from 11-trans metabolic precursors. The cycling of retinoids between photoreceptor and adjacent pigment epithelium cells is known as the 'visual cycle'.
ROM1	9606.ENSP00000278833	0.3651898734177215	0.4834296028880867	rgb(117,132,239)	Rod outer segment membrane protein 1; Plays a role in rod outer segment (ROS) morphogenesis (By similarity). May play a role with PRPH2 in the maintenance of the structure of ROS curved disks (By similarity). Plays a role in the organization of the ROS and maintenance of ROS disk diameter (By similarity). Involved in the maintenance of the retina outer nuclear layer (By similarity).
RP1	9606.ENSP00000220676	0.07721518987341773	0.5269675090252708	rgb(239,117,117)	Oxygen-regulated protein 1; Microtubule-associated protein regulating the stability and length of the microtubule-based axoneme of photoreceptors. Required for the differentiation of photoreceptor cells, it plays a role in the organization of the outer segment of rod and cone photoreceptors ensuring the correct orientation and higher-order stacking of outer segment disks along the photoreceptor axoneme (By similarity).
RP1L1	9606.ENSP00000371923	0.36455696202531646	0.37880866425992776	rgb(117,239,196)	Retinitis pigmentosa 1-like 1 protein; Required for the differentiation of photoreceptor cells. Plays a role in the organization of outer segment of rod and cone photoreceptors (By similarity).
RP2	9606.ENSP00000218340	0.5018987341772152	0.10133574007220217	rgb(239,225,117)	Protein XRP2; Acts as a GTPase-activating protein (GAP) involved in trafficking between the Golgi and the ciliary membrane. Involved in localization of proteins, such as NPHP3, to the cilium membrane by inducing hydrolysis of GTP ARL3, leading to the release of UNC119 (or UNC119B). Acts as a GTPase-activating protein (GAP) for tubulin in concert with tubulin-specific chaperone C, but does not enhance tubulin heterodimerization. Acts as guanine nucleotide dissociation inhibitor towards ADP-ribosylation factor-like proteins. Belongs to the TBCC family.
RP9	9606.ENSP00000297157	0.360126582278481	0.5750541516245488	rgb(117,174,239)	Retinitis pigmentosa 9 protein; Is thought to be a target protein for the PIM1 kinase. May play some roles in B-cell proliferation in association with PIM1 (By similarity).
RPE65	9606.ENSP00000262340	0.489873417721519	0.5165703971119134	rgb(117,230,239)	Retinoid isomerohydrolase; Critical isomerohydrolase in the retinoid cycle involved in regeneration of 11-cis-retinal, the chromophore of rod and cone opsins. Catalyzes the cleavage and isomerization of all-trans-retinyl fatty acid esters to 11-cis-retinol which is further oxidized by 11-cis retinol dehydrogenase to 11-cis-retinal for use as visual chromophore. Essential for the production of 11-cis retinal for both rod and cone photoreceptors. Also capable of catalyzing the isomerization of lutein to meso-zeaxanthin an eye- specific carotenoid. The soluble form binds vitamin A (all-tr [...] 
RPGR	9606.ENSP00000495537	0.48417721518987344	0.4294945848375451	rgb(239,230,117)	X-linked retinitis pigmentosa GTPase regulator; Could be a guanine-nucleotide releasing factor. Plays a role in ciliogenesis. Probably regulates cilia formation by regulating actin stress filaments and cell contractility. Plays an important role in photoreceptor integrity. May play a critical role in spermatogenesis and in intraflagellar transport processes (By similarity). May be involved in microtubule organization and regulation of transport in primary cilia.
RPGRIP1	9606.ENSP00000382895	0.48860759493670886	0.36451263537906137	rgb(117,117,239)	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1; May function as scaffolding protein. Required for normal location of RPGR at the connecting cilium of photoreceptor cells. Required for normal disk morphogenesis and disk organization in the outer segment of photoreceptor cells and for survival of photoreceptor cells; Belongs to the RPGRIP1 family.
SAG	9606.ENSP00000386444	0.3240506329113924	0.31967509025270757	rgb(117,239,239)	S-arrestin; Binds to photoactivated, phosphorylated RHO and terminates RHO signaling via G-proteins by competing with G-proteins for the same binding site on RHO (By similarity). May play a role in preventing light-dependent degeneration of retinal photoreceptor cells.
SAMD11	9606.ENSP00000342313	0.8481012658227849	0.6094945848375452	rgb(117,239,178)	Sterile alpha motif domain-containing protein 11; May play a role in photoreceptor development.
SCAPER	9606.ENSP00000454973	0.8816455696202533	0.16306859205776175	rgb(117,239,163)	S phase cyclin A-associated protein in the endoplasmic reticulum; CCNA2/CDK2 regulatory protein that transiently maintains CCNA2 in the cytoplasm.
SEMA4A	9606.ENSP00000357265	0.32784810126582276	0.554259927797834	rgb(117,239,225)	Semaphorin-4A; Cell surface receptor for PLXNB1, PLXNB2, PLXNB3 and PLXND1 that plays an important role in cell-cell signaling (By similarity). Regulates glutamatergic and GABAergic synapse development (By similarity). Promotes the development of inhibitory synapses in a PLXNB1-dependent manner and promotes the development of excitatory synapses in a PLXNB2-dependent manner (By similarity). Plays a role in priming antigen-specific T-cells, promotes differentiation of Th1 T- helper cells, and thereby contributes to adaptive immunity (By similarity). Promotes phosphorylation of TIMD2 (By [...] 
SLC37A3	9606.ENSP00000321498	0.2537974683544304	0.2839350180505415	rgb(117,179,239)	Sugar phosphate exchanger 3; Solute carrier family 37 member 3.
SLC39A12	9606.ENSP00000366586	0.19493670886075953	0.606245487364621	rgb(239,159,117)	Zinc transporter ZIP12; Acts as a zinc-influx transporter (Potential). May be partly involved in the outbreak of schizophrenia; Belongs to the ZIP transporter (TC 2.A.5) family.
SLC66A1	9606.ENSP00000364295	0.27341772151898736	0.8479783393501806	rgb(117,193,239)	Lysosomal amino acid transporter 1 homolog; Amino acid transporter that specifically mediates the pH- dependent export of the cationic amino acids arginine, histidine and lysine from lysosomes.
SLC7A14	9606.ENSP00000231706	0.21772151898734177	0.8005415162454874	rgb(101,199,255)	Probable cationic amino acid transporter; May be involved in arginine transport. Belongs to the amino acid-polyamine-organocation (APC) superfamily. Cationic amino acid transporter (CAT) (TC 2.A.3.3) family.
SNRNP200	9606.ENSP00000317123	0.35632911392405064	0.645884476534296	rgb(183,239,117)	U5 small nuclear ribonucleoprotein 200 kDa helicase; Plays role in pre-mRNA splicing as core component of precatalytic, catalytic and postcatalytic spliceosomal complexes. Involved in spliceosome assembly, activation and disassembly. Mediates changes in the dynamic network of RNA-RNA interactions in the spliceosome. Catalyzes the ATP-dependent unwinding of U4/U6 RNA duplices, an essential step in the assembly of a catalytically active spliceosome.
SPATA7	9606.ENSP00000377176	0.6044303797468356	0.5133212996389892	rgb(117,183,239)	Spermatogenesis-associated protein 7; Involved in the maintenance of both rod and cone photoreceptor cells (By similarity). It is required for recruitment and proper localization of RPGRIP1 to the photoreceptor connecting cilium (CC), as well as photoreceptor-specific localization of proximal CC proteins at the distal CC (By similarity). Maintenance of protein localization at the photoreceptor-specific distal CC is essential for normal microtubule stability and to prevent photoreceptor degeneration (By similarity).
SPP2	9606.ENSP00000168148	0.37151898734177213	0.7472563176895307	rgb(221,239,117)	Secreted phosphoprotein 24; Could coordinate an aspect of bone turnover.
SUMF1	9606.ENSP00000272902	0.9082278481012659	0.5068231046931408	rgb(117,117,239)	Formylglycine-generating enzyme; Oxidase that catalyzes the conversion of cysteine to 3- oxoalanine on target proteins, using molecular oxygen and an unidentified reducing agent. 3- oxoalanine modification, which is also named formylglycine (fGly), occurs in the maturation of arylsulfatases and some alkaline phosphatases that use the hydrated form of 3-oxoalanine as a catalytic nucleophile. Known substrates include GALNS, ARSA, STS and ARSE. Belongs to the sulfatase-modifying factor family.
TBC1D32	9606.ENSP00000381270	0.460126582278481	0.08249097472924188	rgb(117,117,239)	Protein broad-minded; Required for high-level Shh responses in the developing neural tube. Together with CDK20, controls the structure of the primary cilium by coordinating assembly of the ciliary membrane and axoneme, allowing GLI2 to be properly activated in response to Shh signaling (By similarity).
TMEM216	9606.ENSP00000334844	0.5392405063291139	0.16891696750902527	rgb(117,239,159)	Transmembrane protein 216; Part of the tectonic-like complex which is required for tissue-specific ciliogenesis and may regulate ciliary membrane composition.
TOPORS	9606.ENSP00000353735	0.529746835443038	0.662129963898917	rgb(117,239,229)	E3 ubiquitin-protein ligase Topors; Functions as an E3 ubiquitin-protein ligase and as an E3 SUMO1-protein ligase. Probable tumor suppressor involved in cell growth, cell proliferation and apoptosis that regulates p53/TP53 stability through ubiquitin-dependent degradation. May regulate chromatin modification through sumoylation of several chromatin modification-associated proteins. May be involved in DNA damage-induced cell death through IKBKE sumoylation.
TRNT1	9606.ENSP00000251607	0.8367088607594938	0.7277617328519856	rgb(159,239,117)	CCA tRNA nucleotidyltransferase 1, mitochondrial; [Isoform 1]: Adds and repairs the conserved 3'-CCA sequence necessary for the attachment of amino acids to the 3' terminus of tRNA molecules, using CTP and ATP as substrates.
TTC8	9606.ENSP00000482306	0.5734177215189874	0.4697833935018051	rgb(150,239,117)	Tetratricopeptide repeat protein 8; The BBSome complex is thought to function as a coat complex required for sorting of specific membrane proteins to the primary cilia. The BBSome complex is required for ciliogenesis but is dispensable for centriolar satellite function. This ciliogenic function is mediated in part by the Rab8 GDP/GTP exchange factor, which localizes to the basal body and contacts the BBSome. Rab8(GTP) enters the primary cilium and promotes extension of the ciliary membrane. Firstly the BBSome associates with the ciliary membrane and binds to RAB3IP/Rabin8, the guanosyl [...] 
TULP1	9606.ENSP00000229771	0.5253164556962026	0.5152707581227437	rgb(117,239,131)	Tubby-related protein 1; Required for normal development of photoreceptor synapses. Required for normal photoreceptor function and for long-term survival of photoreceptor cells. Interacts with cytoskeleton proteins and may play a role in protein transport in photoreceptor cells (By similarity). Binds lipids, especially phosphatidylinositol 3-phosphate, phosphatidylinositol 4-phosphate, phosphatidylinositol 5-phosphate, phosphatidylinositol 3,4-bisphosphate, phosphatidylinositol 4,5- bisphosphate, phosphatidylinositol 3,4,5-bisphosphate, phosphatidylserine and phosphatidic acid (in vitr [...] 
UBAP1L	9606.ENSP00000454012	0.7443037974683545	0.14292418772563176	rgb(178,171,0)	Ubiquitin-associated protein 1-like; Ubiquitin associated protein 1 like.
USH2A	9606.ENSP00000305941	0.6050632911392406	0.4756317689530686	rgb(117,239,117)	Usherin; Involved in hearing and vision as member of the USH2 complex. In the inner ear, required for the maintenance of the hair bundle ankle formation, which connects growing stereocilia in developing cochlear hair cells. In retina photoreceptors, the USH2 complex is required for the maintenance of periciliary membrane complex that seems to play a role in regulating intracellular protein transport.
VWA8	9606.ENSP00000368612	0.19493670886075953	0.3443682310469314	rgb(117,239,215)	Von Willebrand factor A domain-containing protein 8; Exhibits ATPase activity in vitro.
WDR19	9606.ENSP00000382717	0.5924050632911393	0.17541516245487365	rgb(255,175,101)	WD repeat-containing protein 19; As component of the IFT complex A (IFT-A), a complex required for retrograde ciliary transport and entry into cilia of G protein- coupled receptors (GPCRs), it is involved in cilia function and/or assembly. Essential for functional IFT-A assembly and ciliary entry of GPCRs. Associates with the BBSome complex to mediate ciliary transport (By similarity).
ZNF408	9606.ENSP00000309606	0.8151898734177216	0.6809747292418773	rgb(117,165,239)	Zinc finger protein 408; May be involved in transcriptional regulation.
ZNF513	9606.ENSP00000318373	0.48670886075949366	0.6133935018050543	rgb(117,216,239)	Zinc finger protein 513; Transcriptional regulator that plays a role in retinal development and maintenance.
