#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CRX	LRAT	9606.ENSP00000221996	9606.ENSP00000337224	0	0	0	0	0.047	0	0	0.774	0.775
CRX	PDE6A	9606.ENSP00000221996	9606.ENSP00000255266	0	0	0	0	0.263	0	0	0.720	0.784
CRX	BEST1	9606.ENSP00000221996	9606.ENSP00000399709	0	0	0	0	0.049	0	0	0.789	0.790
CRX	RBP3	9606.ENSP00000221996	9606.ENSP00000463151	0	0	0	0	0.198	0	0	0.753	0.794
CRX	FAM161A	9606.ENSP00000221996	9606.ENSP00000385158	0	0	0	0	0	0	0	0.797	0.797
CRX	FSCN2	9606.ENSP00000221996	9606.ENSP00000334665	0	0	0	0	0.054	0	0	0.802	0.804
CRX	RD3	9606.ENSP00000221996	9606.ENSP00000355969	0	0	0	0	0.109	0	0	0.794	0.809
CRX	SPATA7	9606.ENSP00000221996	9606.ENSP00000377176	0	0	0	0	0	0	0	0.818	0.818
CRX	IMPDH1	9606.ENSP00000221996	9606.ENSP00000345096	0	0	0	0	0	0	0	0.826	0.826
CRX	PDE6B	9606.ENSP00000221996	9606.ENSP00000420295	0	0	0	0	0.107	0	0	0.837	0.848
CRX	RDH12	9606.ENSP00000221996	9606.ENSP00000449079	0	0	0	0	0.045	0	0	0.856	0.856
CRX	RPGRIP1	9606.ENSP00000221996	9606.ENSP00000382895	0	0	0	0	0.049	0	0	0.858	0.859
CRX	TULP1	9606.ENSP00000221996	9606.ENSP00000229771	0	0	0	0	0.157	0	0	0.844	0.863
CRX	RPE65	9606.ENSP00000221996	9606.ENSP00000262340	0	0	0	0	0.043	0	0	0.875	0.875
CRX	GUCY2D	9606.ENSP00000221996	9606.ENSP00000254854	0	0	0	0	0.102	0	0	0.875	0.882
CRX	RHO	9606.ENSP00000221996	9606.ENSP00000296271	0	0	0	0	0.181	0	0	0.927	0.937
CRX	NR2E3	9606.ENSP00000221996	9606.ENSP00000482504	0	0	0	0	0.150	0.329	0	0.955	0.972
CRX	NRL	9606.ENSP00000221996	9606.ENSP00000454062	0	0	0	0	0.062	0.322	0	0.985	0.990
CWC27	DHX38	9606.ENSP00000370460	9606.ENSP00000268482	0	0	0	0	0.090	0.613	0.400	0.686	0.924
CWC27	SNRNP200	9606.ENSP00000370460	9606.ENSP00000317123	0	0	0	0	0.073	0.991	0.900	0.688	0.999
CYP4V2	RPE65	9606.ENSP00000368079	9606.ENSP00000262340	0	0	0	0	0.060	0	0	0.400	0.412
CYP4V2	ROM1	9606.ENSP00000368079	9606.ENSP00000278833	0	0	0	0	0	0	0	0.407	0.407
CYP4V2	USH2A	9606.ENSP00000368079	9606.ENSP00000305941	0	0	0	0	0.058	0.045	0	0.458	0.470
CYP4V2	ZNF513	9606.ENSP00000368079	9606.ENSP00000318373	0	0	0	0	0.051	0.041	0	0.412	0.418
CYP4V2	FSCN2	9606.ENSP00000368079	9606.ENSP00000334665	0	0	0	0	0	0	0	0.418	0.418
CYP4V2	ABCA4	9606.ENSP00000368079	9606.ENSP00000359245	0	0	0	0	0.067	0.066	0	0.436	0.465
CYP4V2	EYS	9606.ENSP00000368079	9606.ENSP00000359655	0	0	0	0	0.060	0.051	0	0.481	0.497
CYP4V2	RPGR	9606.ENSP00000368079	9606.ENSP00000495537	0	0	0	0	0	0	0	0.445	0.445
CYP4V2	RDH12	9606.ENSP00000368079	9606.ENSP00000449079	0	0	0	0	0.091	0	0.155	0.384	0.486
DHDDS	IMPG2	9606.ENSP00000353104	9606.ENSP00000193391	0	0	0	0	0	0	0	0.583	0.583
DHDDS	MVK	9606.ENSP00000353104	9606.ENSP00000228510	0.103	0	0	0	0.096	0	0	0.558	0.611
DHDDS	TULP1	9606.ENSP00000353104	9606.ENSP00000229771	0	0	0	0	0	0	0	0.506	0.506
DHDDS	GUCA1B	9606.ENSP00000353104	9606.ENSP00000230361	0	0	0	0	0.053	0	0	0.613	0.618
DHDDS	CNGB1	9606.ENSP00000353104	9606.ENSP00000251102	0	0	0	0	0.107	0	0	0.517	0.550
DHDDS	PDE6A	9606.ENSP00000353104	9606.ENSP00000255266	0	0	0	0	0	0	0	0.480	0.480
DHDDS	RPE65	9606.ENSP00000353104	9606.ENSP00000262340	0	0	0	0	0.076	0	0	0.431	0.452
DHDDS	RLBP1	9606.ENSP00000353104	9606.ENSP00000268125	0	0	0	0	0	0	0	0.402	0.402
DHDDS	ROM1	9606.ENSP00000353104	9606.ENSP00000278833	0	0	0	0	0	0	0	0.447	0.447
DHDDS	C8orf37	9606.ENSP00000353104	9606.ENSP00000286688	0	0	0	0	0	0	0	0.580	0.580
DHDDS	RP9	9606.ENSP00000353104	9606.ENSP00000297157	0	0	0	0	0	0	0	0.447	0.447
DHDDS	USH2A	9606.ENSP00000353104	9606.ENSP00000305941	0	0	0	0	0	0	0	0.477	0.477
DHDDS	COQ2	9606.ENSP00000353104	9606.ENSP00000310873	0.119	0	0	0	0	0	0.792	0.407	0.881
DHDDS	SNRNP200	9606.ENSP00000353104	9606.ENSP00000317123	0.089	0	0	0	0	0	0	0.395	0.425
DHDDS	ZNF513	9606.ENSP00000353104	9606.ENSP00000318373	0	0	0	0	0.049	0	0	0.599	0.602
DHDDS	PDE6G	9606.ENSP00000353104	9606.ENSP00000328412	0	0	0	0	0	0	0	0.543	0.543
DHDDS	CLRN1	9606.ENSP00000353104	9606.ENSP00000329158	0	0	0	0	0	0	0	0.541	0.541
DHDDS	PCARE	9606.ENSP00000353104	9606.ENSP00000332809	0	0	0	0	0	0	0	0.570	0.570
DHDDS	FSCN2	9606.ENSP00000353104	9606.ENSP00000334665	0	0	0	0	0	0	0	0.506	0.506
DHDDS	LRAT	9606.ENSP00000353104	9606.ENSP00000337224	0	0	0	0	0	0	0	0.419	0.418
DHDDS	CERKL	9606.ENSP00000353104	9606.ENSP00000341159	0	0	0	0	0	0	0	0.627	0.627
DHDDS	MAK	9606.ENSP00000353104	9606.ENSP00000346484	0	0	0	0	0.108	0	0	0.370	0.414
DHDDS	SEMA4A	9606.ENSP00000353104	9606.ENSP00000357265	0	0	0	0	0	0	0	0.400	0.400
DHDDS	PDE6B	9606.ENSP00000353104	9606.ENSP00000420295	0	0	0	0	0	0	0	0.418	0.418
DHDDS	BEST1	9606.ENSP00000353104	9606.ENSP00000399709	0	0	0	0	0	0	0	0.419	0.418
DHDDS	TOPORS	9606.ENSP00000353104	9606.ENSP00000353735	0	0	0	0	0.049	0	0	0.418	0.422
DHDDS	NR2E3	9606.ENSP00000353104	9606.ENSP00000482504	0	0	0	0	0	0	0	0.432	0.432
DHDDS	NRL	9606.ENSP00000353104	9606.ENSP00000454062	0	0	0	0	0	0	0	0.447	0.447
DHDDS	CNGA1	9606.ENSP00000353104	9606.ENSP00000384264	0	0	0	0	0	0	0	0.448	0.448
DHDDS	IDH3B	9606.ENSP00000353104	9606.ENSP00000482773	0	0	0	0	0.042	0	0	0.448	0.449
DHDDS	RPGR	9606.ENSP00000353104	9606.ENSP00000495537	0	0	0	0	0	0	0	0.476	0.476
DHDDS	ABCA4	9606.ENSP00000353104	9606.ENSP00000359245	0.057	0	0	0	0.045	0	0	0.485	0.496
DHDDS	RDH12	9606.ENSP00000353104	9606.ENSP00000449079	0	0	0	0	0	0	0	0.500	0.500
DHDDS	SPATA7	9606.ENSP00000353104	9606.ENSP00000377176	0	0	0	0	0	0	0	0.507	0.507
DHDDS	TTC8	9606.ENSP00000353104	9606.ENSP00000482306	0	0	0	0	0.072	0	0	0.510	0.526
DHDDS	PRCD	9606.ENSP00000353104	9606.ENSP00000467661	0	0	0	0	0	0	0	0.542	0.542
DHDDS	EYS	9606.ENSP00000353104	9606.ENSP00000359655	0	0	0	0	0	0	0	0.574	0.574
DHDDS	FAM161A	9606.ENSP00000353104	9606.ENSP00000385158	0	0	0	0	0.074	0.053	0	0.694	0.708
DHDDS	PDSS1	9606.ENSP00000353104	9606.ENSP00000365388	0.071	0	0	0	0.100	0	0.929	0.486	0.965
DHX38	RP9	9606.ENSP00000268482	9606.ENSP00000297157	0	0	0	0	0.093	0.056	0	0.624	0.650
DHX38	CWC27	9606.ENSP00000268482	9606.ENSP00000370460	0	0	0	0	0.090	0.613	0.400	0.686	0.924
DHX38	SNRNP200	9606.ENSP00000268482	9606.ENSP00000317123	0	0	0	0	0.083	0.995	0	0.906	0.999
EYS	IMPG2	9606.ENSP00000359655	9606.ENSP00000193391	0	0	0	0	0.061	0	0	0.853	0.856
EYS	CRX	9606.ENSP00000359655	9606.ENSP00000221996	0	0	0	0	0.084	0	0	0.706	0.719
EYS	TULP1	9606.ENSP00000359655	9606.ENSP00000229771	0	0	0	0	0	0	0	0.801	0.801
EYS	GUCA1B	9606.ENSP00000359655	9606.ENSP00000230361	0	0	0	0	0	0.109	0	0.684	0.706
EYS	CNGB1	9606.ENSP00000359655	9606.ENSP00000251102	0	0	0	0	0.062	0	0	0.806	0.810
EYS	GUCY2D	9606.ENSP00000359655	9606.ENSP00000254854	0	0	0	0	0	0.050	0	0.530	0.535
EYS	PDE6A	9606.ENSP00000359655	9606.ENSP00000255266	0	0	0	0	0.153	0.042	0	0.790	0.814
EYS	RPE65	9606.ENSP00000359655	9606.ENSP00000262340	0	0	0	0	0.056	0	0	0.770	0.774
EYS	RLBP1	9606.ENSP00000359655	9606.ENSP00000268125	0	0	0	0	0	0.060	0	0.507	0.516
EYS	ROM1	9606.ENSP00000359655	9606.ENSP00000278833	0	0	0	0	0.051	0	0	0.694	0.697
EYS	C8orf37	9606.ENSP00000359655	9606.ENSP00000286688	0	0	0	0	0.060	0	0	0.571	0.579
EYS	MERTK	9606.ENSP00000359655	9606.ENSP00000295408	0	0	0	0	0	0.098	0	0.668	0.687
EYS	RHO	9606.ENSP00000359655	9606.ENSP00000296271	0	0	0	0	0	0.049	0	0.578	0.581
EYS	RP9	9606.ENSP00000359655	9606.ENSP00000297157	0	0	0	0	0	0	0	0.740	0.740
EYS	CA4	9606.ENSP00000359655	9606.ENSP00000300900	0	0	0	0	0.055	0	0	0.587	0.593
EYS	USH2A	9606.ENSP00000359655	9606.ENSP00000305941	0	0	0	0.546	0.064	0.098	0	0.472	0.516
EYS	ZNF408	9606.ENSP00000359655	9606.ENSP00000309606	0	0	0	0	0.067	0.095	0	0.445	0.490
EYS	SNRNP200	9606.ENSP00000359655	9606.ENSP00000317123	0	0	0	0	0	0.047	0	0.727	0.729
EYS	BBS1	9606.ENSP00000359655	9606.ENSP00000317469	0	0	0	0	0	0.074	0	0.409	0.429
EYS	ZNF513	9606.ENSP00000359655	9606.ENSP00000318373	0	0	0	0	0	0.095	0	0.761	0.774
EYS	PDE6G	9606.ENSP00000359655	9606.ENSP00000328412	0	0	0	0	0	0	0	0.725	0.725
EYS	CLRN1	9606.ENSP00000359655	9606.ENSP00000329158	0	0	0	0	0.088	0	0	0.574	0.595
EYS	PCARE	9606.ENSP00000359655	9606.ENSP00000332809	0	0	0	0	0	0	0	0.841	0.841
EYS	FSCN2	9606.ENSP00000359655	9606.ENSP00000334665	0	0	0	0	0	0	0	0.740	0.740
EYS	LRAT	9606.ENSP00000359655	9606.ENSP00000337224	0	0	0	0	0.049	0	0	0.448	0.452
EYS	CERKL	9606.ENSP00000359655	9606.ENSP00000341159	0	0	0	0	0.046	0	0	0.856	0.857
EYS	KLHL7	9606.ENSP00000359655	9606.ENSP00000343273	0	0	0	0	0	0	0	0.667	0.667
EYS	OFD1	9606.ENSP00000359655	9606.ENSP00000344314	0	0	0	0	0	0.098	0	0.372	0.409
EYS	IMPDH1	9606.ENSP00000359655	9606.ENSP00000345096	0	0	0	0	0	0.045	0	0.718	0.719
EYS	DHDDS	9606.ENSP00000359655	9606.ENSP00000353104	0	0	0	0	0	0	0	0.574	0.574
EYS	TOPORS	9606.ENSP00000359655	9606.ENSP00000353735	0	0	0	0	0	0	0	0.708	0.708
EYS	SEMA4A	9606.ENSP00000359655	9606.ENSP00000357265	0	0	0	0	0	0	0	0.666	0.666
EYS	IMPG1	9606.ENSP00000359655	9606.ENSP00000358966	0	0	0	0	0.066	0	0	0.471	0.484
EYS	ABCA4	9606.ENSP00000359655	9606.ENSP00000359245	0	0	0	0	0	0.070	0	0.829	0.834
EYS	KIAA1549	9606.ENSP00000359655	9606.ENSP00000416040	0	0	0	0	0	0.079	0	0.444	0.466
EYS	CYP4V2	9606.ENSP00000359655	9606.ENSP00000368079	0	0	0	0	0.060	0.051	0	0.481	0.497
EYS	LCA5	9606.ENSP00000359655	9606.ENSP00000376686	0	0	0	0	0.042	0	0	0.513	0.514
EYS	RPGRIP1	9606.ENSP00000359655	9606.ENSP00000382895	0	0	0	0	0	0.045	0	0.550	0.552
EYS	PROM1	9606.ENSP00000359655	9606.ENSP00000426809	0	0	0	0	0	0.051	0	0.591	0.596
EYS	CEP290	9606.ENSP00000359655	9606.ENSP00000448012	0	0	0	0	0.042	0.098	0	0.583	0.608
EYS	RP1L1	9606.ENSP00000359655	9606.ENSP00000371923	0	0	0	0	0.067	0.050	0	0.631	0.644
EYS	SPATA7	9606.ENSP00000359655	9606.ENSP00000377176	0	0	0	0	0.049	0	0	0.657	0.659
EYS	TTC8	9606.ENSP00000359655	9606.ENSP00000482306	0	0	0	0	0	0.099	0	0.665	0.685
EYS	FAM161A	9606.ENSP00000359655	9606.ENSP00000385158	0	0	0	0	0.049	0.075	0	0.676	0.690
EYS	IDH3B	9606.ENSP00000359655	9606.ENSP00000482773	0	0	0	0	0	0.046	0	0.717	0.719
EYS	NRL	9606.ENSP00000359655	9606.ENSP00000454062	0	0	0	0	0	0	0	0.727	0.727
EYS	PDE6B	9606.ENSP00000359655	9606.ENSP00000420295	0	0	0	0	0	0.042	0	0.726	0.727
EYS	BEST1	9606.ENSP00000359655	9606.ENSP00000399709	0	0	0	0	0.045	0	0	0.744	0.745
EYS	NR2E3	9606.ENSP00000359655	9606.ENSP00000482504	0	0	0	0	0	0.050	0	0.759	0.761
EYS	CNGA1	9606.ENSP00000359655	9606.ENSP00000384264	0	0	0	0	0.042	0	0	0.791	0.791
EYS	PRCD	9606.ENSP00000359655	9606.ENSP00000467661	0	0	0	0	0	0	0	0.800	0.800
EYS	RDH12	9606.ENSP00000359655	9606.ENSP00000449079	0	0	0	0	0	0.102	0	0.801	0.813
EYS	RPGR	9606.ENSP00000359655	9606.ENSP00000495537	0	0	0	0	0	0.071	0	0.832	0.837
FAM161A	IMPG2	9606.ENSP00000385158	9606.ENSP00000193391	0	0	0	0	0	0	0	0.582	0.582
FAM161A	CRX	9606.ENSP00000385158	9606.ENSP00000221996	0	0	0	0	0	0	0	0.797	0.797
FAM161A	TULP1	9606.ENSP00000385158	9606.ENSP00000229771	0	0	0	0	0	0	0	0.598	0.598
FAM161A	GUCA1B	9606.ENSP00000385158	9606.ENSP00000230361	0	0	0	0	0	0	0	0.445	0.445
FAM161A	CNGB1	9606.ENSP00000385158	9606.ENSP00000251102	0	0	0	0	0.042	0	0	0.595	0.595
FAM161A	GUCY2D	9606.ENSP00000385158	9606.ENSP00000254854	0	0	0	0	0	0	0	0.447	0.447
FAM161A	PDE6A	9606.ENSP00000385158	9606.ENSP00000255266	0	0	0	0	0	0	0	0.580	0.580
FAM161A	RPE65	9606.ENSP00000385158	9606.ENSP00000262340	0	0	0	0	0.056	0	0	0.507	0.514
FAM161A	RLBP1	9606.ENSP00000385158	9606.ENSP00000268125	0	0	0	0	0	0	0	0.419	0.418
FAM161A	ROM1	9606.ENSP00000385158	9606.ENSP00000278833	0	0	0	0	0	0	0	0.507	0.507
FAM161A	C8orf37	9606.ENSP00000385158	9606.ENSP00000286688	0	0	0	0	0.082	0	0	0.592	0.609
FAM161A	RHO	9606.ENSP00000385158	9606.ENSP00000296271	0	0	0	0	0	0	0	0.652	0.652
FAM161A	RP9	9606.ENSP00000385158	9606.ENSP00000297157	0	0	0	0	0.058	0	0	0.466	0.475
FAM161A	USH2A	9606.ENSP00000385158	9606.ENSP00000305941	0	0	0	0	0	0.054	0	0.608	0.613
FAM161A	SNRNP200	9606.ENSP00000385158	9606.ENSP00000317123	0	0	0	0	0.100	0	0	0.403	0.439
FAM161A	ZNF513	9606.ENSP00000385158	9606.ENSP00000318373	0	0	0	0	0	0.053	0	0.600	0.605
FAM161A	PDE6G	9606.ENSP00000385158	9606.ENSP00000328412	0	0	0	0	0	0	0	0.507	0.507
FAM161A	CLRN1	9606.ENSP00000385158	9606.ENSP00000329158	0	0	0	0	0	0	0	0.543	0.543
FAM161A	PCARE	9606.ENSP00000385158	9606.ENSP00000332809	0	0	0	0	0	0	0	0.645	0.645
FAM161A	FSCN2	9606.ENSP00000385158	9606.ENSP00000334665	0	0	0	0	0	0	0	0.541	0.541
FAM161A	LRAT	9606.ENSP00000385158	9606.ENSP00000337224	0	0	0	0	0.042	0	0	0.407	0.407
FAM161A	CERKL	9606.ENSP00000385158	9606.ENSP00000341159	0.053	0	0	0	0	0	0	0.692	0.696
FAM161A	KLHL7	9606.ENSP00000385158	9606.ENSP00000343273	0	0	0	0	0.056	0	0	0.425	0.434
FAM161A	OFD1	9606.ENSP00000385158	9606.ENSP00000344314	0	0	0	0	0.042	0.054	0	0.515	0.522
FAM161A	IMPDH1	9606.ENSP00000385158	9606.ENSP00000345096	0.054	0	0	0	0.080	0.091	0	0.489	0.542
FAM161A	DHDDS	9606.ENSP00000385158	9606.ENSP00000353104	0	0	0	0	0.074	0.053	0	0.694	0.708
FAM161A	TOPORS	9606.ENSP00000385158	9606.ENSP00000353735	0	0	0	0	0	0	0	0.532	0.532
FAM161A	SEMA4A	9606.ENSP00000385158	9606.ENSP00000357265	0	0	0	0	0	0	0	0.417	0.416
FAM161A	ABCA4	9606.ENSP00000385158	9606.ENSP00000359245	0	0	0	0	0.045	0	0	0.594	0.596
FAM161A	EYS	9606.ENSP00000385158	9606.ENSP00000359655	0	0	0	0	0.049	0.075	0	0.676	0.690
FAM161A	RP1L1	9606.ENSP00000385158	9606.ENSP00000371923	0	0	0	0	0	0	0	0.527	0.527
FAM161A	LCA5	9606.ENSP00000385158	9606.ENSP00000376686	0	0	0	0	0.075	0.292	0	0.741	0.815
FAM161A	SPATA7	9606.ENSP00000385158	9606.ENSP00000377176	0	0	0	0	0.049	0	0	0.624	0.627
FAM161A	RPGRIP1	9606.ENSP00000385158	9606.ENSP00000382895	0	0	0	0	0	0.071	0	0.594	0.607
FAM161A	CNGA1	9606.ENSP00000385158	9606.ENSP00000384264	0	0	0	0	0	0	0	0.505	0.505
FAM161A	IDH3B	9606.ENSP00000385158	9606.ENSP00000482773	0	0	0	0	0	0	0	0.473	0.473
FAM161A	BEST1	9606.ENSP00000385158	9606.ENSP00000399709	0	0	0	0	0	0	0	0.495	0.495
FAM161A	NRL	9606.ENSP00000385158	9606.ENSP00000454062	0	0	0	0	0.054	0	0	0.507	0.513
FAM161A	CEP290	9606.ENSP00000385158	9606.ENSP00000448012	0	0	0	0	0.095	0.054	0	0.487	0.523
FAM161A	NR2E3	9606.ENSP00000385158	9606.ENSP00000482504	0	0	0	0	0.046	0	0	0.541	0.543
FAM161A	RDH12	9606.ENSP00000385158	9606.ENSP00000449079	0	0	0	0	0.046	0.046	0	0.557	0.561
FAM161A	PRCD	9606.ENSP00000385158	9606.ENSP00000467661	0	0	0	0	0	0	0	0.582	0.582
FAM161A	RPGR	9606.ENSP00000385158	9606.ENSP00000495537	0	0	0	0	0.049	0	0	0.613	0.616
FAM161A	TTC8	9606.ENSP00000385158	9606.ENSP00000482306	0	0	0	0	0.087	0.045	0	0.596	0.617
FAM161A	PDE6B	9606.ENSP00000385158	9606.ENSP00000420295	0	0	0	0	0	0	0	0.788	0.788
FSCN2	IMPG2	9606.ENSP00000334665	9606.ENSP00000193391	0	0	0	0	0	0	0	0.745	0.745
FSCN2	CRX	9606.ENSP00000334665	9606.ENSP00000221996	0	0	0	0	0.054	0	0	0.802	0.804
FSCN2	TULP1	9606.ENSP00000334665	9606.ENSP00000229771	0	0	0	0	0.068	0	0	0.745	0.752
FSCN2	GUCA1B	9606.ENSP00000334665	9606.ENSP00000230361	0	0	0	0	0.059	0	0	0.786	0.790
FSCN2	CNGB1	9606.ENSP00000334665	9606.ENSP00000251102	0	0	0	0	0.073	0	0	0.748	0.756
FSCN2	GUCY2D	9606.ENSP00000334665	9606.ENSP00000254854	0	0	0	0	0.061	0	0	0.454	0.466
FSCN2	PDE6A	9606.ENSP00000334665	9606.ENSP00000255266	0	0	0	0	0	0	0	0.750	0.750
FSCN2	RPE65	9606.ENSP00000334665	9606.ENSP00000262340	0	0	0	0	0	0	0	0.684	0.684
FSCN2	RLBP1	9606.ENSP00000334665	9606.ENSP00000268125	0	0	0	0	0.044	0	0	0.480	0.481
FSCN2	ROM1	9606.ENSP00000334665	9606.ENSP00000278833	0	0	0	0	0.085	0	0	0.781	0.791
FSCN2	C8orf37	9606.ENSP00000334665	9606.ENSP00000286688	0	0	0	0	0	0	0	0.524	0.524
FSCN2	MERTK	9606.ENSP00000334665	9606.ENSP00000295408	0	0	0	0	0.052	0	0	0.627	0.631
FSCN2	RP9	9606.ENSP00000334665	9606.ENSP00000297157	0	0	0	0	0	0	0	0.849	0.849
FSCN2	CA4	9606.ENSP00000334665	9606.ENSP00000300900	0	0	0	0	0	0	0	0.719	0.719
FSCN2	USH2A	9606.ENSP00000334665	9606.ENSP00000305941	0	0	0	0	0.044	0	0	0.479	0.480
FSCN2	SNRNP200	9606.ENSP00000334665	9606.ENSP00000317123	0	0	0	0	0	0	0	0.710	0.710
FSCN2	ZNF513	9606.ENSP00000334665	9606.ENSP00000318373	0	0	0	0	0	0	0	0.751	0.751
FSCN2	PDE6G	9606.ENSP00000334665	9606.ENSP00000328412	0	0	0	0	0.056	0	0	0.728	0.732
FSCN2	CLRN1	9606.ENSP00000334665	9606.ENSP00000329158	0	0	0	0	0	0	0	0.510	0.510
FSCN2	PCARE	9606.ENSP00000334665	9606.ENSP00000332809	0	0	0	0	0	0	0	0.760	0.760
FSCN2	LCA5	9606.ENSP00000334665	9606.ENSP00000376686	0	0	0	0	0	0	0	0.400	0.400
FSCN2	CYP4V2	9606.ENSP00000334665	9606.ENSP00000368079	0	0	0	0	0	0	0	0.418	0.418
FSCN2	LRAT	9606.ENSP00000334665	9606.ENSP00000337224	0	0	0	0	0	0	0	0.474	0.474
FSCN2	RPGRIP1	9606.ENSP00000334665	9606.ENSP00000382895	0	0	0	0	0.046	0	0	0.475	0.478
FSCN2	RP1L1	9606.ENSP00000334665	9606.ENSP00000371923	0	0	0	0	0.044	0	0	0.479	0.481
FSCN2	DHDDS	9606.ENSP00000334665	9606.ENSP00000353104	0	0	0	0	0	0	0	0.506	0.506
FSCN2	PROM1	9606.ENSP00000334665	9606.ENSP00000426809	0	0	0	0	0	0	0	0.536	0.536
FSCN2	FAM161A	9606.ENSP00000334665	9606.ENSP00000385158	0	0	0	0	0	0	0	0.541	0.541
FSCN2	PDE6B	9606.ENSP00000334665	9606.ENSP00000420295	0	0	0	0	0	0	0	0.614	0.614
FSCN2	SPATA7	9606.ENSP00000334665	9606.ENSP00000377176	0	0	0	0	0	0	0	0.621	0.621
FSCN2	TTC8	9606.ENSP00000334665	9606.ENSP00000482306	0	0	0	0	0	0	0	0.666	0.666
FSCN2	ABCA4	9606.ENSP00000334665	9606.ENSP00000359245	0	0	0	0	0	0	0	0.699	0.699
FSCN2	BEST1	9606.ENSP00000334665	9606.ENSP00000399709	0	0	0	0	0	0	0	0.707	0.707
FSCN2	IDH3B	9606.ENSP00000334665	9606.ENSP00000482773	0	0	0	0	0	0	0	0.708	0.708
FSCN2	SEMA4A	9606.ENSP00000334665	9606.ENSP00000357265	0	0	0	0	0.042	0	0	0.712	0.712
FSCN2	RPGR	9606.ENSP00000334665	9606.ENSP00000495537	0	0	0	0	0	0	0	0.726	0.726
FSCN2	CNGA1	9606.ENSP00000334665	9606.ENSP00000384264	0	0	0	0	0	0	0	0.728	0.728
FSCN2	KLHL7	9606.ENSP00000334665	9606.ENSP00000343273	0	0	0	0	0	0	0	0.734	0.734
FSCN2	NR2E3	9606.ENSP00000334665	9606.ENSP00000482504	0	0	0	0	0.074	0	0	0.727	0.736
FSCN2	EYS	9606.ENSP00000334665	9606.ENSP00000359655	0	0	0	0	0	0	0	0.740	0.740
FSCN2	PRCD	9606.ENSP00000334665	9606.ENSP00000467661	0	0	0	0	0	0	0	0.749	0.749
FSCN2	RDH12	9606.ENSP00000334665	9606.ENSP00000449079	0	0	0	0	0	0	0	0.764	0.764
FSCN2	CERKL	9606.ENSP00000334665	9606.ENSP00000341159	0	0	0	0	0	0	0	0.779	0.779
FSCN2	TOPORS	9606.ENSP00000334665	9606.ENSP00000353735	0	0	0	0	0	0	0	0.780	0.780
FSCN2	IMPDH1	9606.ENSP00000334665	9606.ENSP00000345096	0	0	0	0	0.063	0	0	0.799	0.803
FSCN2	NRL	9606.ENSP00000334665	9606.ENSP00000454062	0	0	0	0	0.061	0	0	0.812	0.815
GUCA1B	IMPG2	9606.ENSP00000230361	9606.ENSP00000193391	0	0	0	0	0	0	0	0.711	0.711
GUCA1B	CRX	9606.ENSP00000230361	9606.ENSP00000221996	0	0	0	0	0.044	0	0	0.746	0.747
GUCA1B	TULP1	9606.ENSP00000230361	9606.ENSP00000229771	0	0	0	0	0.094	0	0	0.785	0.797
GUCA1B	USH2A	9606.ENSP00000230361	9606.ENSP00000305941	0	0	0	0	0	0.116	0	0.354	0.405
GUCA1B	REEP6	9606.ENSP00000230361	9606.ENSP00000233596	0	0	0	0	0	0.044	0	0.413	0.415
GUCA1B	RLBP1	9606.ENSP00000230361	9606.ENSP00000268125	0	0	0	0	0.067	0	0	0.428	0.444
GUCA1B	FAM161A	9606.ENSP00000230361	9606.ENSP00000385158	0	0	0	0	0	0	0	0.445	0.445
GUCA1B	CLRN1	9606.ENSP00000230361	9606.ENSP00000329158	0	0	0	0	0	0	0	0.446	0.446
GUCA1B	C8orf37	9606.ENSP00000230361	9606.ENSP00000286688	0	0	0	0	0	0	0	0.447	0.447
GUCA1B	RP1L1	9606.ENSP00000230361	9606.ENSP00000371923	0	0	0	0	0.120	0	0	0.432	0.479
GUCA1B	PROM1	9606.ENSP00000230361	9606.ENSP00000426809	0	0	0	0	0.100	0	0	0.454	0.487
GUCA1B	SAG	9606.ENSP00000230361	9606.ENSP00000386444	0	0	0	0	0.114	0	0	0.566	0.599
GUCA1B	RPGR	9606.ENSP00000230361	9606.ENSP00000495537	0	0	0	0	0	0	0	0.599	0.599
GUCA1B	DHDDS	9606.ENSP00000230361	9606.ENSP00000353104	0	0	0	0	0.053	0	0	0.613	0.618
GUCA1B	CA4	9606.ENSP00000230361	9606.ENSP00000300900	0	0	0	0	0.050	0	0	0.630	0.633
GUCA1B	TTC8	9606.ENSP00000230361	9606.ENSP00000482306	0	0	0	0	0	0.096	0	0.625	0.646
GUCA1B	SPATA7	9606.ENSP00000230361	9606.ENSP00000377176	0	0	0	0	0	0	0	0.649	0.649
GUCA1B	RD3	9606.ENSP00000230361	9606.ENSP00000355969	0	0	0	0	0	0	0	0.657	0.657
GUCA1B	IDH3B	9606.ENSP00000230361	9606.ENSP00000482773	0	0	0	0	0	0.071	0	0.650	0.661
GUCA1B	BEST1	9606.ENSP00000230361	9606.ENSP00000399709	0	0	0	0	0.054	0	0	0.658	0.662
GUCA1B	RPGRIP1	9606.ENSP00000230361	9606.ENSP00000382895	0	0	0	0	0.123	0.071	0	0.620	0.663
GUCA1B	ABCA4	9606.ENSP00000230361	9606.ENSP00000359245	0	0	0	0	0.103	0.045	0	0.648	0.672
